Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Kisi O., Shiri J., Nikoofar B.","Forecasting daily lake levels using artificial intelligence approaches",2012,"Computers and Geosciences",52,10.1016/j.cageo.2011.08.027,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857912130&doi=10.1016%2fj.cageo.2011.08.027&partnerID=40&md5=ea9e5caa339c2921b5ebb49808b9a3e1","Accurate prediction of lake-level variations is important for planning, design, construction, and operation of lakeshore structures and also in the management of freshwater lakes for water supply purposes. In the present paper, three artificial intelligence approaches, namely artificial neural networks (ANNs), adaptive-neuro-fuzzy inference system (ANFIS), and gene expression programming (GEP), were applied to forecast daily lake-level variations up to 3-day ahead time intervals. The measurements at the Lake Iznik in Western Turkey, for the period of January 1961-December 1982, were used for training, testing, and validating the employed models. The results obtained by the GEP approach indicated that it performs better than ANFIS and ANNs in predicting lake-level variations. A comparison was also made between these artificial intelligence approaches and convenient autoregressive moving average (ARMA) models, which demonstrated the superiority of GEP, ANFIS, and ANN models over ARMA models. © 2011 Elsevier Ltd.","Forecast; Genetic programming; Lake level; Neural networks; Neuro-fuzzy","Accurate prediction; Adaptive neurofuzzy inference system; Ahead-time; ARMA model; Autoregressive moving average model; Forecast; Fresh water lakes; Gene expression programming; Lake level; Lake levels; Lakeshore structure; Neuro-Fuzzy; Forecasting; Genetic programming; Neural networks; Water supply; Lakes; accuracy assessment; artificial intelligence; artificial neural network; fuzzy mathematics; lake level; model validation; performance assessment; prediction; testing method; water management; water planning; Bursa [Turkey]; Iznik Lake; Turkey",Article,Scopus,2-s2.0-84857912130
"Gottschlich C.","Curved-region-based ridge frequency estimation and curved gabor filters for fingerprint image enhancement",2012,"IEEE Transactions on Image Processing",52,10.1109/TIP.2011.2170696,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859072809&doi=10.1109%2fTIP.2011.2170696&partnerID=40&md5=a2ca30f55147fd796d3cc087f65f9f1a","Gabor filters (GFs) play an important role in many application areas for the enhancement of various types of images and the extraction of Gabor features. For the purpose of enhancing curved structures in noisy images, we introduce curved GFs that locally adapt their shape to the direction of flow. These curved GFs enable the choice of filter parameters that increase the smoothing power without creating artifacts in the enhanced image. In this paper, curved GFs are applied to the curved ridge and valley structures of low-quality fingerprint images. First, we combine two orientation-field estimation methods in order to obtain a more robust estimation for very noisy images. Next, curved regions are constructed by following the respective local orientation. Subsequently, these curved regions are used for estimating the local ridge frequency. Finally, curved GFs are defined based on curved regions, and they apply the previously estimated orientations and ridge frequencies for the enhancement of low-quality fingerprint images. Experimental results on the FVC2004 databases show improvements of this approach in comparison with state-of-the-art enhancement methods. © 2011 IEEE.","Biometrics; curvature; curved Gabor filters (GFs); curved regions; fingerprint recognition; FVC2004; image enhancement; orientation-field (OF)estimation; ridge frequency (RF) estimation; verification tests","curvature; curved regions; Fingerprint Recognition; FVC2004; Ridge frequency; verification tests; Biometrics; Estimation; Gabor filters; Image enhancement; Frequency estimation; algorithm; article; artificial intelligence; automated pattern recognition; biometry; computer assisted diagnosis; computer simulation; dermatoglyphics; human; image enhancement; image subtraction; methodology; reproducibility; sensitivity and specificity; statistical model; Algorithms; Artificial Intelligence; Biometry; Computer Simulation; Dermatoglyphics; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Models, Statistical; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity; Subtraction Technique",Article,Scopus,2-s2.0-84859072809
"Ding J., Bashashati A., Roth A., Oloumi A., Tse K., Zeng T., Haffari G., Hirst M., Marra M.A., Condon A., Aparicio S., Shah S.P.","Feature-based classifiers for somatic mutation detection in tumour-normal paired sequencing data",2012,"Bioinformatics",52,10.1093/bioinformatics/btr629,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856080112&doi=10.1093%2fbioinformatics%2fbtr629&partnerID=40&md5=efd12643184a577ca3ae4c422fe43bbc","Motivation: The study of cancer genomes now routinely involves using next-generation sequencing technology (NGS) to profile tumours for single nucleotide variant (SNV) somatic mutations. However, surprisingly few published bioinformatics methods exist for the specific purpose of identifying somatic mutations from NGS data and existing tools are often inaccurate, yielding intolerably high false prediction rates. As such, the computational problem of accurately inferring somatic mutations from paired tumour/normal NGS data remains an unsolved challenge. Results: We present the comparison of four standard supervised machine learning algorithms for the purpose of somatic SNV prediction in tumour/normal NGS experiments. To evaluate these approaches (random forest, Bayesian additive regression tree, support vector machine and logistic regression), we constructed 106 features representing 3369 candidate somatic SNVs from 48 breast cancer genomes, originally predicted with naive methods and subsequently revalidated to establish ground truth labels. We trained the classifiers on this data (consisting of 1015 true somatic mutations and 2354 non-somatic mutation positions) and conducted a rigorous evaluation of these methods using a cross-validation framework and hold-out test NGS data from both exome capture and whole genome shotgun platforms. All learning algorithms employing predictive discriminative approaches with feature selection improved the predictive accuracy over standard approaches by statistically significant margins. In addition, using unsupervised clustering of the ground truth 'false positive' predictions, we noted several distinct classes and present evidence suggesting non-overlapping sources of technical artefacts illuminating important directions for future study. © The Author(s) 2011. Published by Oxford University Press.",,"algorithm; article; artificial intelligence; Bayes theorem; biological model; breast tumor; cluster analysis; computer program; exome; female; genetics; genome; human; mutation; neoplasm; single nucleotide polymorphism; support vector machine; Algorithms; Artificial Intelligence; Bayes Theorem; Breast Neoplasms; Cluster Analysis; Exome; Female; Genome; Humans; Models, Genetic; Mutation; Neoplasms; Polymorphism, Single Nucleotide; Software; Support Vector Machines",Article,Scopus,2-s2.0-84856080112
"Carlet C., Goubin L., Prouff E., Quisquater M., Rivain M.","Higher-order masking schemes for S-boxes",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",51,10.1007/978-3-642-34047-5_21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866726757&doi=10.1007%2f978-3-642-34047-5_21&partnerID=40&md5=48112e3e3655962e1a1b200937b6659d","Masking is a common countermeasure against side-channel attacks. The principle is to randomly split every sensitive intermediate variable occurring in the computation into d+1 shares, where d is called the masking order and plays the role of a security parameter. The main issue while applying masking to protect a block cipher implementation is to design an efficient scheme for the s-box computations. Actually, masking schemes with arbitrary order only exist for Boolean circuits and for the AES s-box. Although any s-box can be represented as a Boolean circuit, applying such a strategy leads to inefficient implementation in software. The design of an efficient and generic higher-order masking scheme was hence until now an open problem. In this paper, we introduce the first masking schemes which can be applied in software to efficiently protect any s-box at any order. We first describe a general masking method and we introduce a new criterion for an s-box that relates to the best efficiency achievable with this method. Then we propose concrete schemes that aim to approach the criterion. Specifically, we give optimal methods for the set of power functions, and we give efficient heuristics for the general case. As an illustration we apply the new schemes to the DES and PRESENT s-boxes and we provide implementation results. © 2012 Springer-Verlag.",,"Arbitrary order; Block ciphers; Boolean circuit; Masking schemes; Optimal methods; Power functions; S-boxes; Security parameters; Side channel attack; Artificial intelligence; Cryptography",Conference Paper,Scopus,2-s2.0-84866726757
"Zuo C., Chen Q., Gu G., Feng S., Feng F.","High-speed three-dimensional profilometry for multiple objects with complex shapes",2012,"Optics Express",51,10.1364/OE.20.019493,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865598498&doi=10.1364%2fOE.20.019493&partnerID=40&md5=3719e5298539e7649e53d4b4a6d56974","This paper describes an easy-to-implement three-dimensional (3- D) real-time shape measurement technique using our newly developed high-speed 3-D vision system. It employs only four projection fringes to realize full-field phase unwrapping in the presence of discontinuous or isolated objects. With our self-designed pattern generation hardware and a modified low-cost DLP projectorthe four designed patterns can be generated and projected at a switching speed of 360 Hz. Using a properly synchronized high-speed camerathe high-speed fringe patterns distorted by measured objects can be acquired and processed in real-time. The resulting system can capture and display high-quality textured 3-D data at a speed of 120 frames per secondwith the resolution of 640 × 480 points. The speed can be trebled if a camera with a higher frame rate is employed. We detail our shape measurement techniqueincluding the four-pattern decoding algorithm as well as the hardware design. Some evaluation experiments have been carried out to demonstrate the validity and practicability of the proposed technique. © 2012 Optical Society of America.",,"Hardware; 3-D vision; Complex shapes; Decoding algorithm; Evaluation experiments; Frame rate; Fringe pattern; Full-field; Hardware design; High quality; High-speed; Multiple objects; Pattern Generation; Phase unwrapping; Shape measurements; Switching speed; Three dimensional; algorithm; article; artificial intelligence; automated pattern recognition; computer assisted diagnosis; image enhancement; methodology; reproducibility; sensitivity and specificity; three dimensional imaging; Algorithms; Artificial Intelligence; Image Enhancement; Image Interpretation, Computer-Assisted; Imaging, Three-Dimensional; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity",Article,Scopus,2-s2.0-84865598498
"Zhang L., Wang L., Lin W.","Semisupervised biased maximum margin analysis for interactive image retrieval",2012,"IEEE Transactions on Image Processing",51,10.1109/TIP.2011.2177846,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859068530&doi=10.1109%2fTIP.2011.2177846&partnerID=40&md5=f5af43f94626a0c64b8d21c08f625fa0","With many potential practical applications, content-based image retrieval (CBIR) has attracted substantial attention during the past few years. A variety of relevance feedback (RF) schemes have been developed as a powerful tool to bridge the semantic gap between low-level visual features and high-level semantic concepts, and thus to improve the performance of CBIR systems. Among various RF approaches, support-vector-machine (SVM)-based RF is one of the most popular techniques in CBIR. Despite the success, directly using SVM as an RF scheme has two main drawbacks. First, it treats the positive and negative feedbacks equally, which is not appropriate since the two groups of training feedbacks have distinct properties. Second, most of the SVM-based RF techniques do not take into account the unlabeled samples, although they are very helpful in constructing a good classifier. To explore solutions to overcome these two drawbacks, in this paper, we propose a biased maximum margin analysis (BMMA) and a semisupervised BMMA (SemiBMMA) for integrating the distinct properties of feedbacks and utilizing the information of unlabeled samples for SVM-based RF schemes. The BMMA differentiates positive feedbacks from negative ones based on local analysis, whereas the SemiBMMA can effectively integrate information of unlabeled samples by introducing a Laplacian regularizer to the BMMA. We formally formulate this problem into a general subspace learning task and then propose an automatic approach of determining the dimensionality of the embedded subspace for RF. Extensive experiments on a large real-world image database demonstrate that the proposed scheme combined with the SVM RF can significantly improve the performance of CBIR systems. © 2011 IEEE.","Content-based image retrieval (CBIR); graph embedding; relevance feedback (RF); support vector machine (SVM)","A-Laplacian; CBIR system; Content-Based Image Retrieval; Graph embeddings; High level semantics; Interactive image retrieval; Local analysis; Maximum margin; Real-world image; Regularizer; Relevance feedback; Semantic gap; Semi-supervised; Subspace learning; support vector machine (SVM); Unlabeled samples; Visual feature; Content based retrieval; Feedback; Semantics; Vectors; Support vector machines; algorithm; article; artificial intelligence; automated pattern recognition; computer assisted diagnosis; hospital information system; image enhancement; image subtraction; information retrieval; methodology; Algorithms; Artificial Intelligence; Image Enhancement; Image Interpretation, Computer-Assisted; Information Storage and Retrieval; Pattern Recognition, Automated; Radiology Information Systems; Subtraction Technique",Article,Scopus,2-s2.0-84859068530
"Huang S.-J., Zhou Z.-H.","Multi-label learning by exploiting label correlations locally",2012,"Proceedings of the National Conference on Artificial Intelligence",50,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868290385&partnerID=40&md5=a4e8edce30cf16c043a5de725fe323eb","It is well known that exploiting label correlations is important for multi-label learning. Existing approaches typically exploit label correlations globally, by assuming that the label correlations are shared by all the instances. In real-world tasks, however, different instances may share different label correlations, and few correlations are globally applicable. In this paper, we propose the ML-LOC approach which allows label correlations to be exploited locally. To encode the local influence of label correlations, we derive a LOC code to enhance the feature representation of each instance. The global discrimination fitting and local correlation sensitivity are incorporated into a unified framework, and an alternating solution is developed for the optimization. Experimental results on a number of image, text and gene data sets validate the effectiveness of our approach. Copyright © 2012, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Data sets; Feature representation; Local correlations; Local influence; Multi-label; Real-world task; Unified framework; Learning systems; Artificial intelligence",Conference Paper,Scopus,2-s2.0-84868290385
"Zhang Y., Liu X., Chang M.-C., Ge W., Chen T.","Spatio-temporal phrases for activity recognition",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",50,10.1007/978-3-642-33712-3_51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867850268&doi=10.1007%2f978-3-642-33712-3_51&partnerID=40&md5=ddbba1c38f9426db48d46f92f09bf910","The local feature based approaches have become popular for activity recognition. A local feature captures the local movement and appearance of a local region in a video, and thus can be ambiguous; e.g., it cannot tell whether a movement is from a person's hand or foot, when the camera is far away from the person. To better distinguish different types of activities, people have proposed using the combination of local features to encode the relationships of local movements. Due to the computation limit, previous work only creates a combination from neighboring features in space and/or time. In this paper, we propose an approach that efficiently identifies both local and long-range motion interactions; taking the ""push"" activity as an example, our approach can capture the combination of the hand movement of one person and the foot response of another person, the local features of which are both spatially and temporally far away from each other. Our computational complexity is in linear time to the number of local features in a video. The extensive experiments show that our approach is generically effective for recognizing a wide variety of activities and activities spanning a long term, compared to a number of state-of-the-art methods. © 2012 Springer-Verlag.","Activity Recognition; Spatio-Temporal Phrases","Activity recognition; Hand movement; Linear time; Local feature; Local region; Spatio-temporal; State-of-the-art methods; Artificial intelligence; Computer vision",Conference Paper,Scopus,2-s2.0-84867850268
"Schauerte B., Stiefelhagen R.","Quaternion-based spectral saliency detection for eye fixation prediction",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",50,10.1007/978-3-642-33709-3_9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867891493&doi=10.1007%2f978-3-642-33709-3_9&partnerID=40&md5=e2a2e01d85f6981db5ef2b6158a14d64","In recent years, several authors have reported that spectral saliency detection methods provide state-of-the-art performance in predicting human gaze in images (see, e.g., [1-3]). We systematically integrate and evaluate quaternion DCT- and FFT-based spectral saliency detection [3,4], weighted quaternion color space components [5], and the use of multiple resolutions [1]. Furthermore, we propose the use of the eigenaxes and eigenangles for spectral saliency models that are based on the quaternion Fourier transform. We demonstrate the outstanding performance on the Bruce-Tsotsos (Toronto), Judd (MIT), and Kootstra- Schomacker eye-tracking data sets. © 2012 Springer-Verlag.",,"Color space; Data sets; Eye fixations; Eye-tracking; Multiple resolutions; Saliency detection; State-of-the-art performance; Toronto; Color space; Eye fixations; Eye-tracking; Multiple resolutions; Quaternion Fourier transforms; Saliency detection; State-of-the-art performance; Toronto; Artificial intelligence; Artificial intelligence; Computers; Computer vision; Computer vision",Conference Paper,Scopus,2-s2.0-84867891493
"Williamson J.R., Bliss D.W., Browne D.W., Narayanan J.T.","Seizure prediction using EEG spatiotemporal correlation structure",2012,"Epilepsy and Behavior",50,10.1016/j.yebeh.2012.07.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867919804&doi=10.1016%2fj.yebeh.2012.07.007&partnerID=40&md5=332c831861548d1d0518f4c3de8d3642","A seizure prediction algorithm is proposed that combines novel multivariate EEG features with patient-specific machine learning. The algorithm computes the eigenspectra of space-delay correlation and covariance matrices from 15?s blocks of EEG data at multiple delay scales. The principal components of these features are used to classify the patient's preictal or interictal state. This is done using a support vector machine (SVM), whose outputs are averaged using a running 15-minute window to obtain a final prediction score. The algorithm was tested on 19 of 21 patients in the Freiburg EEG data set who had three or more seizures, predicting 71 of 83 seizures, with 15 false predictions and 13.8. h in seizure warning during 448.3. h of interictal data. The proposed algorithm scales with the number of available EEG signals by discovering the variations in correlation structure among any given set of signals that correlate with seizure risk. © 2012 Elsevier Inc.","Correlation structure; Eigenvalues; Electroencephalogram; Epilepsy; Machine learning; Multivariate features; Principal components; Seizure prediction; Support vector machines","adolescent; adult; algorithm; article; clinical article; correlation function; electroencephalogram; electroencephalograph; female; human; machine learning; male; prediction; scoring system; seizure; spatiotemporal correlation structure; support vector machine; Adolescent; Adult; Algorithms; Artificial Intelligence; Brain; Child; Electroencephalography; Female; Humans; Male; Middle Aged; Predictive Value of Tests; Seizures",Article,Scopus,2-s2.0-84867919804
"Bichler O., Querlioz D., Thorpe S.J., Bourgoin J.-P., Gamrat C.","Extraction of temporally correlated features from dynamic vision sensors with spike-timing-dependent plasticity",2012,"Neural Networks",50,10.1016/j.neunet.2012.02.022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861765357&doi=10.1016%2fj.neunet.2012.02.022&partnerID=40&md5=9e365599839eeddb8678d21d63c0402e","A biologically inspired approach to learning temporally correlated patterns from a spiking silicon retina is presented. Spikes are generated from the retina in response to relative changes in illumination at the pixel level and transmitted to a feed-forward spiking neural network. Neurons become sensitive to patterns of pixels with correlated activation times, in a fully unsupervised scheme. This is achieved using a special form of Spike-Timing-Dependent Plasticity which depresses synapses that did not recently contribute to the post-synaptic spike activation, regardless of their activation time. Competitive learning is implemented with lateral inhibition. When tested with real-life data, the system is able to extract complex and overlapping temporally correlated features such as car trajectories on a freeway, after only 10min of traffic learning. Complete trajectories can be learned with a 98% detection rate using a second layer, still with unsupervised learning, and the system may be used as a car counter. The proposed neural network is extremely robust to noise and it can tolerate a high degree of synaptic and neuronal variability with little impact on performance. Such results show that a simple biologically inspired unsupervised learning scheme is capable of generating selectivity to complex meaningful events on the basis of relatively little sensory experience. © 2012 Elsevier Ltd.","Dynamic vision sensor; Features extraction; Silicon retina; Spike-timing-dependent plasticity; Spiking neural network; Unsupervised learning","Dynamic vision; Features extraction; Silicon retina; Spike-timing-dependent plasticity; Spiking neural networks; Neural networks; Unsupervised learning; Pixels; article; artificial neural network; evolutionary algorithm; genetic algorithm; image processing; learning algorithm; nerve cell plasticity; postsynaptic inhibition; priority journal; signal noise ratio; signal processing; spike timing dependent plasticity; spike wave; synaptic potential; system analysis; Algorithms; Artificial Intelligence; Computer Simulation; Long-Term Potentiation; Models, Genetic; Motor Vehicles; Neural Networks (Computer); Neuronal Plasticity; Neurons; Reproducibility of Results; Retina; Signal-To-Noise Ratio; Silicon; Synapses; Synaptic Transmission",Article,Scopus,2-s2.0-84861765357
"Kisi O., Dailr A.H., Cimen M., Shiri J.","Suspended sediment modeling using genetic programming and soft computing techniques",2012,"Journal of Hydrology",50,10.1016/j.jhydrol.2012.05.031,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862679428&doi=10.1016%2fj.jhydrol.2012.05.031&partnerID=40&md5=be62e2b7dc580507e5c136a62fbb70a8","Modeling suspended sediment load is an important factor in water resources engineering as it crucially affects the design and management of water resources structures. In this study the genetic programming (GP) technique was applied for estimating the daily suspended sediment load in two stations in Cumberland River in U.S. Daily flow and sediment data from 1972 to 1989 were used to train and test the applied genetic programming models. The effect of various GP operators on sediment load estimation was investigated. The optimal fitness function, operator functions, linking function and learning algorithm were obtained for modeling daily suspended sediment. The GP estimates were compared with those of the Adaptive Neuro-Fuzzy Inference System (ANFIS), Artificial Neural Networks (ANNs) and Support Vector Machine (SVM) results, in term of coefficient of determination, mean absolute error, coefficient of residual mass and variance accounted for. The comparison results indicated that the GP is superior to the ANFIS, ANN and SVM models in estimating daily suspended sediment load. © 2012 Elsevier B.V.","Artificial intelligence; Estimating; Sediment load; Sensitivity analysis","Adaptive neuro-fuzzy inference system; Coefficient of determination; Comparison result; Estimating; Mean absolute error; Operator function; Optimal fitness; Residual mass; Sediment loads; Softcomputing techniques; Suspended sediment loads; SVM model; Artificial intelligence; Estimation; Genetic programming; Learning algorithms; Neural networks; Sedimentology; Sensitivity analysis; Soft computing; Support vector machines; Water management; Suspended sediments; algorithm; artificial intelligence; artificial neural network; computer simulation; engineering; estimation method; hydrological modeling; numerical model; sensitivity analysis; suspended sediment; water management; water resource; Cumberland River; United States",Article,Scopus,2-s2.0-84862679428
"Ma W., Sun B.","Probabilistic rough set over two universes and rough entropy",2012,"International Journal of Approximate Reasoning",50,10.1016/j.ijar.2011.12.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858798041&doi=10.1016%2fj.ijar.2011.12.010&partnerID=40&md5=2a2b9ca3035257733679601ac3d1b516","In this paper, we discuss the properties of the probabilistic rough set over two universes in detail. We present the parameter dependence or the continuous of the lower and upper approximations on parameters for probabilistic rough set over two universes. We also investigate some properties of the uncertainty measure, i.e., the rough degree and the precision, for probabilistic rough set over two universes. Meanwhile, we point out the limitation of the uncertainty measure for the traditional method and then define the general Shannon entropy of covering-based on universe. Then we discuss the uncertainty measure of the knowledge granularity and rough entropy for probabilistic rough set over two universes by the proposed concept. Finally, the validity of the methods and conclusions is tested by a numerical example. © 2011 Elsevier Inc. All rights reserved.","General Shannon entropy; Probabilistic approximation space over two universes; Rough set","Knowledge granularity; Lower and upper approximations; Numerical example; Parameter dependence; Probabilistic approximation space over two universes; Rough entropy; Rough set; Shannon entropy; Uncertainty measures; Artificial intelligence; Software engineering; Rough set theory",Article,Scopus,2-s2.0-84858798041
"Mavandadi S., Dimitrov S., Feng S., Yu F., Sikora U., Yaglidere O., Padmanabhan S., Nielsen K., Ozcan A.","Distributed medical image analysis and diagnosis through crowd-sourced games: A malaria case study",2012,"PLoS ONE",50,10.1371/journal.pone.0037245,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861006684&doi=10.1371%2fjournal.pone.0037245&partnerID=40&md5=447c2f9452e88829ac846679523d3605","In this work we investigate whether the innate visual recognition and learning capabilities of untrained humans can be used in conducting reliable microscopic analysis of biomedical samples toward diagnosis. For this purpose, we designed entertaining digital games that are interfaced with artificial learning and processing back-ends to demonstrate that in the case of binary medical diagnostics decisions (e.g., infected vs. uninfected), with the use of crowd-sourced games it is possible to approach the accuracy of medical experts in making such diagnoses. Specifically, using non-expert gamers we report diagnosis of malaria infected red blood cells with an accuracy that is within 1.25% of the diagnostics decisions made by a trained medical professional. © 2012 Mavandadi et al.",,"article; artificial intelligence; computer interface; cytodiagnosis; diagnostic accuracy; digital imaging; erythrocyte; game; gamers; human; image analysis; information processing; learning; malaria; medical decision making; medical expert; methodology; microscope image; nonmedical occupations; patient coding; visual memory; algorithm; automated pattern recognition; blood; blood cell; computer assisted diagnosis; parasitology; pattern recognition; problem solving; recreation; Algorithms; Artificial Intelligence; Blood Cells; Diagnosis, Computer-Assisted; Games, Experimental; Humans; Image Interpretation, Computer-Assisted; Malaria; Pattern Recognition, Automated; Pattern Recognition, Visual; Problem Solving; Video Games",Article,Scopus,2-s2.0-84861006684
"Gao L., Hailu A.","Ranking management strategies with complex outcomes: An AHP-fuzzy evaluation of recreational fishing using an integrated agent-based model of a coral reef ecosystem",2012,"Environmental Modelling and Software",50,10.1016/j.envsoft.2011.12.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856380754&doi=10.1016%2fj.envsoft.2011.12.002&partnerID=40&md5=5f24634ac2c6756c9d9db0da297b5ec3","The management of recreational fishing requires resolving conflicting interests and is thus among the most controversial natural resource related issues. Decision making is difficult because of two main factors: first, there is lack of prediction tools that help managers and other stakeholders assess the potential impacts of management changes; second, decisions or management strategies affect multiple social and ecological outcomes and picking the best among sets of multiple outcomes is a complex task. Resource management and stakeholder dialogue can be greatly improved by addressing these problems. In this paper, we propose a decision support system (DSS) for assessing management strategies. The DSS incorporates an integrated agent-based simulation model for tackling the first obstacle and an analytical hierarchy process (AHP)-fuzzy comprehensive evaluation approach to facilitate multi-criteria decision making.The agent-based simulation model incorporates recreational fishing behaviour within a reef ecosystem. Angler behaviour is driven by empirically estimated site choice models which link recreational choices to site attributes and angler characteristics. Coral reef ecosystem dynamics is modelled using a trophic-dynamic model describing the relationship among fish populations, fishing activities as well as algal and coral growth. The second component of the DSS, the AHP-fuzzy comprehensive evaluation part, allows one to combine resource managers' preferences with simulated economic and ecosystem outcomes in the assessment of alternative strategies. A fuzzy multi-criteria, multi-layer evaluation method is used to obtain final ranking.As a case study for this paper, we focus on the management of recreational fishing sites from the Ningaloo Marine Park, an iconic coral reef system in Western Australia. A set of management strategies, including a "" business-as-usual"" strategy and alternative site closure strategies are assessed using the proposed DSS. The site closure strategies evaluated vary in length and timing. Further, these evaluations are undertaken for two fishing pressure scenarios (high and low). We illustrate the usefulness of the DSS by evaluating these strategies. We also present some results from a sensitivity analysis focussing on changes in preferences. © 2011 Elsevier Ltd.","Agent-based model; AHP; Area closure; Decision support system; Fuzzy evaluation; Multiple criteria decision making; Non-market valuation; Random utility model; Recreational fishing","Agent-based model; AHP; Area closure; Decision supports; Fuzzy evaluation; Multiple criteria decision making; Non-market valuation; Random utility model; Artificial intelligence; Computational methods; Computer simulation; Decision support systems; Ecosystems; Fisheries; Fuzzy set theory; Hierarchical systems; Managers; Population statistics; Reefs; Sensitivity analysis; Decision making; angling; coral reef; decision making; decision support system; fuzzy mathematics; hierarchical system; management practice; marine park; numerical model; resource management; sensitivity analysis; stakeholder; valuation; Australia; Ningaloo Marine Park; Western Australia; algae; Anthozoa",Article,Scopus,2-s2.0-84856380754
"Schwartz W.R., Guo H., Choi J., Davis L.S.","Face identification using large feature sets",2012,"IEEE Transactions on Image Processing",50,10.1109/TIP.2011.2176951,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859067740&doi=10.1109%2fTIP.2011.2176951&partnerID=40&md5=2b4aa88c3ddd50782b685e15af39b632","With the goal of matching unknown faces against a gallery of known people, the face identification task has been studied for several decades. There are very accurate techniques to perform face identification in controlled environments, particularly when large numbers of samples are available for each face. However, face identification under uncontrolled environments or with a lack of training data is still an unsolved problem. We employ a large and rich set of feature descriptors (with more than 70000 descriptors) for face identification using partial least squares to perform multichannel feature weighting. Then, we extend the method to a tree-based discriminative structure to reduce the time required to evaluate probe samples. The method is evaluated on Facial Recognition Technology (FERET) and Face Recognition Grand Challenge (FRGC) data sets. Experiments show that our identification method outperforms current state-of-the-art results, particularly for identifying faces acquired across varying conditions. © 2011 IEEE.","Face identification; feature combination; feature selection; partial least squares (PLS)","Controlled environment; Data sets; Descriptors; Face identification; Face recognition grand challenges; Facial recognition; feature combination; Feature descriptors; Feature sets; Feature weighting; Identification method; Multi-channel; Partial least square (PLS); Training data; Tree-based; Unsolved problems; Feature extraction; Image processing; Mathematical models; Face recognition; algorithm; article; artificial intelligence; automated pattern recognition; biometry; computer assisted diagnosis; face; histology; human; image enhancement; image subtraction; information retrieval; methodology; reproducibility; sensitivity and specificity; Algorithms; Artificial Intelligence; Biometry; Face; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Information Storage and Retrieval; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity; Subtraction Technique",Article,Scopus,2-s2.0-84859067740
